Name,Make,Model,State,Last Annual Mileage
Teresa Wilkins,Honda,Civic,ME,8505
Linda Thompson,Camaro,Z28,PA,17697
Travis Hicks,Ford,Pantera,MA,19524
Cindy Valdez,Porsche,914-2,NJ,17143
Melissa Munoz,Cadillac,Fleetwood,MA,9633
Daniel Miller,Merc,230,ME,16873
Troy White,Camaro,Z28,CT,16607
April Vazquez,Ford,Pantera,PA,10306
Gregory Doyle,Ferrari,Dino,VT,9178
Michael Pena,Camaro,Z28,MA,12897
Charlotte Barrett,Camaro,Z28,RI,13556
Charlotte Barrett,Merc,450SLC,RI,8054
Leonard Leblanc,Porsche,914-2,RI,19055
Christopher Kline,Ferrari,Dino,PA,12177
Ian Nielsen,AMC,Javelin,NJ,18862
Russell Vasquez,Datsun,710,MA,10245
Joseph Martin,Hornet,Sportabout,RI,19029
Crystal Mills,Cadillac,Fleetwood,MA,19046
Megan Alvarez,Merc,230,NY,15391
Nicholas Young,Porsche,914-2,PA,17206
Sarah Campbell,Camaro,Z28,RI,10108
Maxwell Winters,Volvo,142E,MA,10587
Paula Serrano,Pontiac,Firebird,NJ,13606
Nancy Lopez,Ford,Pantera,PA,19979
Terri Smith,Dodge,Challenger,MA,18810
Phillip Hoffman,Ford,Pantera,NY,13474
Ricky Hansen,Toyota,Corolla,NJ,18765
Elizabeth Morris,Porsche,914-2,NY,19520
Megan Lewis,Dodge,Challenger,NY,18780
Jennifer Logan,Duster,360,NJ,10513
Tammy Gomez,Lotus,Europa,CT,14798
Rodney Hanson,Ferrari,Dino,NY,11003
Larry Hill,Merc,450SE,NY,15073
Ryan Bonilla,Maserati,Bora,PA,10012
Harold Garcia,Volvo,142E,RI,19006
Sherry Welch,Volvo,142E,NJ,9268
Sherry Welch,Lotus,Europa,NJ,10538
Megan Grant,Merc,230,NY,19656
Megan Grant,Lincoln,Continental,NY,11004
Christina Watkins,Honda,Civic,PA,17850
Amy Hernandez,Hornet,Sportabout,PA,14207
Amy Hernandez,AMC,Javelin,PA,8344
Lisa Martin,Mazda,RX4,PA,19156
Nathaniel Lucas,Mazda,RX4,MA,12553
Molly Washington,Merc,240D,PA,12150
Alyssa Tyler,Hornet,,ME,9397
Lisa Wilson,Maserati,Bora,NH,14464
Rodney Perez,Duster,,NY,11059
Rhonda Griffith,Datsun,710,NY,15866
Leslie Jordan,Lotus,Europa,NY,12481
Tracy Townsend,Mazda,RX4b,MA,13174
Brittany Adams,Mazda,RX4,NY,11515
Tim Gomez,Ford,Pantera,RI,8385
Tim Gomez,Cadillac,Fleetwood,RI,14214
Paul Ramsey,Volvo,142E,CT,8397
Kimberly Shelton,Toyota,Corona,NY,14209
Amy Watson,Ferrari,Dino,MA,16282
Sean Parrish,Honda,Civic,RI,16627
Sean Parrish,Cadillac,Fleetwood,RI,13450
Rebecca Rowe,Toyota,Corona,MA,10629
Samantha Ross,Duster,360,ME,15676
Kathryn Duncan,Lotus,Europa,NY,10804
Andre Cole,Hornet,Sportabout,NY,12386
Jennifer Bailey,Datsun,710,PA,9536
Robert Khan,Chrysler,Imperial,NY,8938
David Stevens,Camaro,Z28,NY,14100
Jonathan Smith,Pontiac,Firebird,CT,9921
Ernest Burnett,Pontiac,Firebird,PA,14131
Hayden Mcmillan,Merc,280,NY,14026
Robert Oneill,Cadillac,Fleetwood,NJ,13178
Bob Joseph,Honda,Civic,MA,11735
Ann Lewis,Pontiac,Firebird,NY,18918
Ann Lewis,Ford,Pantera,NY,11389
Ann Lewis,Merc,450SE,NY,18518
Joshua Day,Cadillac,Fleetwood,VT,17966
Paige Ingram,Lincoln,Continental,NJ,17431
Carla Hamilton,Hornet,4,NJ,15010
Ryan Nguyen,AMC,Javelin,NY,15248
Kim Charles,Ford,Pantera,NY,19966
Courtney Rosario,Volvo,142E,NJ,15233
Brittany Reed,Honda,Civic,PA,9995
Devon Brown,Merc,280,MA,18318
Antonio Barrett,Ferrari,Dino,NJ,14028
Antonio Barrett,Volvo,142E,NJ,14216
Charles Klein,Porsche,914-2,NJ,19228
Paula King,Datsun,710,ME,12574
Michael Chavez,Fiat,128,PA,16488
Kyle Floyd,Datsun,710,NJ,9335
Kyle Floyd,Dodge,Challenger,NJ,9105
Danielle Cunningham,Datsun,710,VT,9595
David Allison,Chrysler,Imperial,RI,11519
Edward Mosley,Maserati,Bora,NY,19356
Tyler Garcia,Hornet,4,CT,18452
Kylie Wade,Lotus,Europa,NY,16149
Karen Kennedy,Volvo,142E,ME,9437
Kenneth Sutton,Lotus,Europa,CT,13841
Hannah Hurst,Chrysler,Imperial,NJ,12557
Adam Smith,Dodge,Challenger,NY,16250
Holly Richard,Fiat,128,NJ,17182
David Jackson,Merc,280C,NY,8541
Dominique Hardin,Pontiac,Firebird,CT,14018
Deanna Watson,Merc,280,PA,9520
Deanna Watson,Ford,Pantera,PA,12696
Kendra Bates,Cadillac,Fleetwood,MA,11429
Caitlin Thomas,Chrysler,Imperial,CT,14390
Angela Harris,Cadillac,Fleetwood,NH,8744
Michael Mitchell,Camaro,Z28,NY,18450
Fred Medina,Lotus,Europa,MA,16300
Kristy Davis,Ferrari,Dino,NY,18419
Michael Baker,Pontiac,Firebird,MA,13995
Michael Baker,Cadillac,Fleetwood,MA,11237
Michael Baker,Volvo,142E,MA,18315
Shawn Liu,Mazda,RX4,NJ,8671
Todd Washington,Cadillac,Fleetwood,ME,17189
Todd Washington,Toyota,Corolla,ME,8386
Jerry Buchanan,Chrysler,Imperial,NY,12362
Eric Kelley,Honda,Civic,PA,15102
Eric Kelley,Ford,Pantera,PA,16720
Debra Nunez,Duster,360,NY,16605
Carlos Weaver,Honda,Civic,NJ,16380
Carlos Weaver,Mazda,RX4b,NJ,14867
Michelle Koch,Dodge,Challenger,VT,16037
Erika Garcia,Lincoln,Continental,MA,19184
Anne Miller,Datsun,710,MA,15968
April Harrison,Toyota,Corolla,NY,14832
Gina King,Dodge,Challenger,NJ,18856
Gregory Macdonald,Lincoln,Continental,NJ,19295
Raymond Jones,Cadillac,Fleetwood,PA,12192
Raymond Jones,Honda,Civic,PA,11615
Candace Williams,Hornet,Sportabout,MA,15905
Gina Barnes,Pontiac,Firebird,VT,8209
Gina Barnes,Ferrari,Dino,VT,9041
Derrick Lee,Pontiac,Firebird,NJ,12097
Pamela Higgins,Toyota,Corolla,NJ,17434
Justin Allen,Lincoln,Continental,CT,9884
Jose Andrade,Merc,230,PA,9728
Jose Andrade,Dodge,Challenger,PA,8866
Tony Hughes,Camaro,Z28,NY,14055
Jessica Fox,Datsun,710,NJ,16746
Matthew Reid,Lincoln,Continental,NY,13698
Matthew Reid,Camaro,Z28,NY,10711
April Andrews,Ferrari,Dino,NY,17924
April Andrews,Lincoln,Continental,NY,15724
April Andrews,Duster,360,NY,13248
Elizabeth Martinez,Porsche,914-2,RI,18742
Robert Kelly,Lincoln,Continental,NH,15209
Douglas Lee,Maserati,Bora,NJ,18647
Maria Franklin,Lincoln,Continental,PA,12248
Christie Brady,Duster,360,RI,13612
John Meyers,Hornet,Sportabout,CT,11732
Kevin Rogers,Pontiac,Firebird,CT,16320
Sarah Watkins,Cadillac,Fleetwood,PA,11811
Stephen Santos,Porsche,914-2,NY,8533
Stephen Santos,Porsche,914-2,NY,15752
Gary Dominguez,Cadillac,Fleetwood,NY,15709
Joseph Jackson,Duster,360,MA,17045
Diana Perry,Merc,280C,PA,13879
Austin Miller,Ferrari,Dino,NJ,14293
Anthony Odonnell,Hornet,Sportabout,NY,19342
Johnny Scott,AMC,Javelin,NJ,10614
Kevin Bartlett,Pontiac,Firebird,MA,18492
Vanessa Pacheco,Maserati,Bora,MA,18209
Andrea Stone,Honda,Civic,MA,13222
Andrea Stone,Ferrari,Dino,MA,9312
Anthony White,Ford,Pantera,VT,13148
Pamela Carter,Fiat,X1-9,PA,11627
Eddie Scott,Toyota,Corolla,MA,14897
Eddie Scott,Datsun,710,MA,17291
Eddie Scott,Hornet,Sportabout,MA,10335
Thomas Perez,Ford,Pantera,NY,11978
Steven Miller,Hornet,4,CT,15040
Zachary Johnson,Duster,360,ME,17425
Danielle Miller,Hornet,4,MA,12113
Aaron Robinson,Hornet,Sportabout,MA,17138
Aaron Robinson,Merc,450SL,MA,19595
Aaron Robinson,Dodge,Challenger,MA,12810
Holly Howell,Datsun,710,NY,14153
Tyler Guzman,Ferrari,Dino,NJ,14011
Laura Clark,Chrysler,Imperial,CT,14844
Jennifer Hays,Fiat,128,NY,16849
Alexandra Brooks,Pontiac,Firebird,NJ,9050
Chad Moore,Lincoln,Continental,RI,8109
Scott Mack,Pontiac,Firebird,ME,13053
Brandi Middleton,Mazda,RX4,NY,15627
Michelle Mckinney,Duster,360,NY,13008
Stephanie Bennett,Porsche,914-2,NJ,16364
Christopher Sloan,Camaro,Z28,CT,14284
Diana Johnson,Lincoln,Continental,MA,9893
Kirk Walker,Pontiac,Firebird,NY,17824
Thomas Morales,Toyota,Corolla,MA,16782
Kevin Proctor,Hornet,Sportabout,PA,19012
Christopher Smith,Dodge,Challenger,NY,17898
Christopher Smith,Lincoln,Continental,NY,19569
Joshua Carroll,Honda,Civic,NJ,17606
Nicholas Sims,Toyota,Corona,NY,17001
Traci Webster,Fiat,X1-9,NJ,15886
Anita Smith,Toyota,Corona,MA,17265
Sean Butler,Fiat,128,NH,13766
Jennifer Tucker,Cadillac,Fleetwood,ME,14501
Sandy Williams,Volvo,142E,CT,9301
Jessica Nolan,Ford,Pantera,CT,11616
Jessica Nolan,Datsun,710,CT,16124
Kimberly Wheeler,Lotus,Europa,VT,16365
Natasha Ryan,Ferrari,Dino,NH,13814
Zachary Moreno,Fiat,128,NJ,12971
Jessica Hernandez,Hornet,4,NY,18169
Stacy Rodriguez,Camaro,Z28,NJ,13481
Crystal Cordova,Lincoln,Continental,NY,18280
Jennifer Sweeney,Fiat,128,NY,10950
Jennifer Sweeney,Ferrari,Dino,NY,15787
Dennis Carey,Lotus,Europa,NJ,18131
Douglas Gomez,Camaro,Z28,PA,9680
Mary Santana,Dodge,Challenger,CT,19132
Mary Santana,Volvo,142E,CT,12336
Emily Adams,Fiat,X1-9,NY,12347
Emily Adams,Duster,360,NY,14554
Jim Carr,Mazda,RX4b,CT,10459
William Fernandez,Fiat,X1-9,PA,16647
Jeremy Woods,Mazda,RX4b,NJ,19375
Jeremy Woods,Chrysler,Imperial,NJ,8193
Karen Burke,Lincoln,Continental,ME,14654
Dawn Walker,Hornet,Sportabout,CT,16095
Brett Miller,Honda,Civic,PA,19266
Marcus Hill,Lincoln,Continental,RI,9640
Alexander Perry,Dodge,Challenger,NJ,11844
Danielle Carlson,Toyota,Corolla,NY,11335
Susan Patrick,Toyota,Corona,RI,11894
Robert Harrison,Datsun,710,CT,9736
Michelle Cardenas,Porsche,914-2,NJ,14307
Christine Bird,Lincoln,Continental,NJ,14987
Christopher Nguyen,Volvo,142E,NY,12772
Brian Perez,Pontiac,Firebird,NY,13890
Brian Perez,Porsche,,NY,14958
Jennifer Perez,Dodge,Challenger,NY,11134
Jennifer Perez,Chrysler,Imperial,NY,19030
Scott Palmer,Duster,360,CT,12434
Justin Mann,Merc,450SLC,NJ,13461
Lisa Contreras,Porsche,914-2,ME,17816
Daniel Rasmussen,AMC,Javelin,NY,18000
Hannah Graham,Toyota,Corona,MA,14299
Donna Stevens,Honda,Civic,MA,16641
Donna Stevens,Datsun,710,MA,16164
Michaela Payne,Merc,230,NY,16876
Richard Martinez,Fiat,X1-9,RI,12641
Richard Martinez,Camaro,Z28,RI,12894
Jacqueline Oliver,Ferrari,Dino,PA,12023
Patricia Garcia,Merc,280C,NJ,10814
Brandi Gonzalez,Mazda,RX4b,ME,15416
Brandi Gonzalez,Datsun,710,ME,11839
Michael Gibson,Honda,Civic,NY,9542
Trevor Ballard,Ford,Pantera,NY,12037
Trevor Ballard,Lotus,Europa,NY,15807
Chad Silva,Duster,360,NJ,17849
Sara Osborn,Lincoln,Continental,NY,14191
Sara Osborn,Honda,Civic,NY,8008
Angela King,Duster,360,NY,18343
Jacob Smith,Hornet,Sportabout,MA,11295
Bryan Roberts,Lincoln,Continental,PA,11424
Patrick Roy,Chrysler,Imperial,ME,18084
Sean Garcia,Hornet,Sportabout,VT,8147
Travis Reese,Lotus,Europa,MA,8170
Duane Harper,Ferrari,Dino,NH,10727
Mary Mcknight,Honda,Civic,NH,13855
Lynn Rodriguez,Maserati,Bora,NY,9568
James Morrison,Merc,280C,CT,17427
Ashley Jones,AMC,Javelin,NY,8299
Ashley Jones,Duster,360,NY,10087
Jennifer Mullins,Mazda,RX4,NY,14068
Jennifer Mullins,Fiat,X1-9,NY,9234
Katelyn Turner,Hornet,Sportabout,RI,19397
George Cardenas,Pontiac,Firebird,NJ,8263
George Cardenas,Volvo,142E,NJ,13033
Robert Cunningham,Datsun,710,NY,11330
Monica Coleman,Chrysler,Imperial,NY,14515
Jennifer Odonnell,Dodge,Challenger,RI,8584
Jennifer Odonnell,Camaro,Z28,RI,19374
Jennifer Odonnell,Volvo,142E,RI,14254
Hannah Sanchez,Honda,Civic,NY,14728
Frank Hamilton,Camaro,Z28,NY,13596
Frank Hamilton,Datsun,710,NY,13964
Kristina Blackwell,Dodge,Challenger,ME,12701
Christine Vazquez,Maserati,Bora,NJ,15328
Anna Williams,Dodge,Challenger,NJ,14809
Stacy Ortiz,Volvo,142E,MA,19503
Donald Reed,Porsche,914-2,PA,12558
Edward Vaughan,Datsun,,NJ,11906
Justin Bell,Dodge,Challenger,NJ,14609
Melissa Daniels,Pontiac,Firebird,NJ,10395
Mark Mcdonald,Fiat,X1-9,NY,17544
Martin Watts,Toyota,Corona,ME,15980
Richard Walker,Datsun,710,MA,13992
Paul Hendrix,Lotus,Europa,PA,16695
Alan Humphrey,Dodge,Challenger,NJ,17322
William Jackson,Camaro,Z28,NJ,14317
Jason Garcia,Cadillac,Fleetwood,VT,11180
Patricia Prince,Volvo,142E,CT,17546
Alexandra Flowers,Porsche,914-2,PA,12103
Curtis Dunn,Maserati,Bora,NY,9718
David Brock,Toyota,Corona,NJ,18444
Alexandra Lee,Honda,Civic,PA,10019
Alexandra Lee,Ferrari,Dino,PA,18424
Ryan Jennings,Honda,,MA,8605
Jim Wagner,Camaro,Z28,PA,19483
Paul Levy,Lincoln,Continental,CT,18841
Denise Lucero,Camaro,Z28,NJ,12077
Michael Shepard,Camaro,Z28,NY,9992
Jacob Ross,Dodge,Challenger,NY,13851
Jamie Mendez,Porsche,914-2,VT,16026
Jamie Mendez,Volvo,142E,VT,14136
Sandra Khan,Datsun,710,RI,19824
Sandra Khan,Cadillac,Fleetwood,RI,15414
Sandra Khan,Hornet,4,RI,17908
Gary Phillips,Ferrari,Dino,NY,17326
Gary Phillips,Fiat,X1-9,NY,15073
Heather Davis,Hornet,Sportabout,NY,18191
Kristin Jackson,Volvo,142E,PA,8527
Kristin Jackson,Pontiac,Firebird,PA,17269
Michael Baker,Merc,450SL,MA,17730
Michael Baker,Camaro,Z28,MA,12971
Xavier Walter,AMC,Javelin,NJ,8916
James Sanders,Honda,Civic,NY,17854
Garrett Wallace,Chrysler,,NJ,12001
Donald Reed,Cadillac,Fleetwood,NJ,11278
Meghan Dorsey,Pontiac,Firebird,ME,19351
Jeffrey Cole,Porsche,914-2,ME,13734
Joel Reed,Hornet,Sportabout,PA,13477
Joel Reed,Datsun,710,PA,12962
Amanda Brown,AMC,Javelin,NY,14083
Kevin Baker,Chrysler,Imperial,NY,18244
David Cunningham,Pontiac,Firebird,PA,13834
Nicole Shelton,Pontiac,Firebird,NY,14385
Erika Hayden,Honda,Civic,NH,12926
John Sampson,Camaro,Z28,NJ,16406
Allison Franklin,AMC,Javelin,MA,13344
Steven Collins,Porsche,914-2,PA,9921
Victoria Gonzalez,AMC,Javelin,CT,15759
Victoria Gonzalez,Porsche,914-2,CT,16291
Eric Hudson,Porsche,914-2,MA,9678
Joseph Howard,Datsun,710,NH,10113
Philip Hayes,AMC,Javelin,MA,17379
Philip Hayes,Datsun,710,MA,19085
Scott Brown,Volvo,142E,NY,19411
Scott Brown,Cadillac,Fleetwood,NY,15830
George Kaiser,Pontiac,Firebird,NJ,12611
Wendy Wright,Cadillac,Fleetwood,PA,8260
Joseph Johnston,Cadillac,Fleetwood,NH,17017
Eric Jimenez,Fiat,128,NY,16312
Eric Jimenez,Chrysler,Imperial,NY,11519
Emily Lee,AMC,Javelin,PA,18547
Emily Lee,Ferrari,Dino,PA,9691
Katherine Andrews,Maserati,Bora,MA,13960
Taylor Navarro,Lincoln,Continental,RI,10373
Theresa Scott,Camaro,Z28,RI,14721
Jason Miller,Chrysler,Imperial,CT,16481
Jennifer Carney,Lotus,Europa,NY,12536
Robert Butler,Ford,Pantera,RI,8047
Jason Jacobs,Merc,450SLC,MA,19304
John Baldwin,Camaro,Z28,RI,10036
Andrew Martin,Toyota,Corolla,MA,12947
Robin Miranda,Maserati,Bora,NY,9999
Robin Miranda,Chrysler,Imperial,NY,14120
James Washington,Maserati,Bora,NY,15871
Carolyn Horton,Dodge,Challenger,MA,11380
Veronica Williams,Ferrari,Dino,NY,13127
Melanie Coleman,Datsun,710,NJ,10339
Linda Simpson,Toyota,Corona,PA,14502
Daniel Aguilar,Camaro,Z28,NY,10950
Sarah Crane,Fiat,128,VT,11422
Sarah Crane,Mazda,RX4b,VT,10043
Chelsea Hopkins,Volvo,142E,VT,15680
Robert Osborne,Ferrari,Dino,CT,9608
Robert Osborne,Ferrari,Dino,CT,11340
Kathryn Mercer,Dodge,Challenger,MA,9631
Robert Harris,Cadillac,Fleetwood,NH,11914
Samantha Murphy,Porsche,914-2,MA,8661
Lori Miller,Honda,Civic,VT,17000
Sherry Douglas,Porsche,914-2,NJ,9128
Sherry Douglas,Lincoln,Continental,NJ,15802
Shelby Watson,Porsche,914-2,RI,19173
David Taylor,Camaro,Z28,NH,10937
Craig Valenzuela,Dodge,Challenger,CT,16659
Amanda Wilkerson,Ferrari,Dino,PA,11686
Susan Mcguire,Cadillac,Fleetwood,CT,13983
Alexis Keller,Cadillac,Fleetwood,MA,12324
Dennis Jones,Fiat,128,NJ,10683
Jessica Dixon,Lotus,Europa,PA,12832
Sydney Robertson,Hornet,Sportabout,MA,15220
Maxwell Castaneda,Honda,Civic,RI,13616
Maxwell Castaneda,Ford,Pantera,RI,19528
Daniel Salazar,Ferrari,Dino,ME,13553
Adam Waters,Lincoln,Continental,MA,13251
Elizabeth Young,Volvo,142E,MA,14710
Richard Hunter,Honda,Civic,ME,17738
Ernest Evans,Lotus,Europa,MA,15966
Stacy Peterson,Mazda,RX4b,PA,16162
Garrett Johnson,Porsche,914-2,NY,8439
Colton Adams,Lincoln,Continental,NY,14218
Colton Adams,Ford,Pantera,NY,17896
Colton Adams,Volvo,142E,NY,14637
Tammy Keller,Merc,230,NJ,9179
Adam Gray,Maserati,Bora,ME,17343
Kyle Ruiz,Cadillac,Fleetwood,PA,15425
Jeffrey Koch,Ford,Pantera,NY,18311
Gina Willis,Camaro,Z28,MA,8349
Jessica Myers,Ferrari,Dino,MA,10991
Jessica Myers,Porsche,914-2,MA,16309
Michael Phillips,Cadillac,Fleetwood,NY,13591
Sandra Davis,Datsun,710,NY,13924
Sandra Davis,Honda,Civic,NY,11701
William Beck,Mazda,RX4b,NH,13532
Daniel Cohen,Ford,Pantera,NH,17938
William Walters,Ferrari,Dino,MA,11538
Julie Newman,Mazda,RX4,CT,11899
Julie Newman,Datsun,710,CT,9419
Victoria Rush,Fiat,X1-9,MA,17530
Michael Vaughan,Duster,360,NY,11486
Mark Cunningham,Datsun,710,NY,12972
Julie Mendoza,Duster,360,NY,18150
Richard Nelson,Pontiac,Firebird,NH,8876
John Brown,Cadillac,Fleetwood,NY,10567
Mary Gibson,Datsun,710,VT,9646
Mary Gibson,Maserati,Bora,VT,10385
Donna Fuller,Pontiac,Firebird,VT,8512
Tara Lewis,Maserati,Bora,NY,9114
Ronald Shelton,Cadillac,Fleetwood,RI,16620
Joy Johnson,Maserati,Bora,NY,19798
Deborah Wright,Fiat,128,MA,17914
Lisa Pierce,Maserati,,MA,12839
Tracey Santos,Chrysler,Imperial,NH,8397
Lynn Dawson,Volvo,142E,RI,16656
Kristi King,Honda,Civic,VT,8716
Crystal Hines,AMC,Javelin,NH,13379
Ricardo Henderson,Porsche,914-2,VT,8354
Kim Delacruz,Ford,Pantera,NJ,19027
Douglas Rivera,Porsche,914-2,RI,17718
Bradley Shields,Honda,Civic,PA,19671
Alexander Anderson,Porsche,914-2,NJ,10965
Alexander Anderson,Maserati,Bora,NJ,11293
Teresa Kennedy,Dodge,Challenger,PA,19152
Reginald Stone,Porsche,,MA,8034
Roger Townsend,Fiat,128,RI,9260
Heidi Reed,Cadillac,Fleetwood,NY,13793
Amanda Davis,Porsche,914-2,NJ,19961
Mary Wells,Maserati,Bora,NY,9324
James Duran,Merc,450SE,NY,17651
Samuel Baldwin,Duster,,NJ,12421
Jason Taylor,Ford,Pantera,NY,17145
Michael Brown,Cadillac,Fleetwood,NJ,12053
Michael Brown,Hornet,4,NJ,8675
Jessica Evans,Lincoln,Continental,RI,16523
Shane Jones,Mazda,RX4b,PA,9322
Julie Jensen,Lotus,Europa,ME,10316
Julie Jensen,Hornet,Sportabout,ME,16756
Suzanne Burke,Camaro,Z28,PA,18581
Adam Rivas,Chrysler,Imperial,MA,19505
Jessica Ashley,Lincoln,Continental,ME,11962
Christopher Bush,Chrysler,Imperial,NJ,15673
Jennifer Stout,Hornet,Sportabout,CT,11241
Jennifer Stout,Chrysler,Imperial,CT,18082
Mckenzie Clark,Chrysler,Imperial,CT,10354
Paul Howard,Maserati,Bora,ME,9060
Diana Mcknight,Datsun,710,MA,18086
Kevin Green,Lincoln,Continental,NJ,18832
Renee Smith,Dodge,Challenger,ME,12700
Renee Smith,Fiat,128,ME,18498
Bailey Rogers,Dodge,Challenger,MA,15590
Susan Smith,AMC,Javelin,NH,17175
Jennifer Harris,Pontiac,Firebird,NJ,17751
Barbara Johnson,Hornet,Sportabout,NY,8327
Barbara Johnson,Honda,Civic,NY,16992
Kathy Barron,Ford,Pantera,MA,10507
Susan Riley,Mazda,RX4b,NY,15928
Susan Riley,Pontiac,Firebird,NY,11177
Melissa Maxwell,Fiat,X1-9,CT,16915
Michael Jones,Hornet,Sportabout,PA,16705
Catherine Paul,Cadillac,Fleetwood,ME,13733
Catherine Paul,Duster,360,ME,18011
Tammy Johnson,Chrysler,Imperial,NY,15369
Charlotte Sharp,Duster,360,MA,19593
Douglas Smith,Ford,Pantera,MA,11246
Douglas Smith,Hornet,Sportabout,MA,15067
Darrell Fernandez,Merc,230,ME,16305
Elizabeth Jensen,AMC,Javelin,NJ,15987
Suzanne Rios,Ford,Pantera,NY,12429
Kathleen Gibson,Mazda,RX4b,NY,8150
Claire Hernandez,Cadillac,Fleetwood,NY,18226
Claire Hernandez,Camaro,Z28,NY,17428
Danielle Meyer,Lincoln,Continental,RI,12443
Danielle Meyer,Hornet,Sportabout,RI,8138
Joseph Young,Honda,Civic,RI,8666
Janet Holland,Ferrari,Dino,NH,9444
Kristin Ruiz,Honda,Civic,NJ,15097
Lori Gomez,Chrysler,Imperial,NJ,11379
Deborah Morales,Pontiac,Firebird,MA,13419
Natalie Fowler,Duster,360,NY,19196
Christian Hickman,Cadillac,Fleetwood,NY,15328
Timothy Davis,Camaro,Z28,VT,12333
Timothy Davis,Maserati,Bora,VT,18778
Helen Higgins,Cadillac,Fleetwood,NY,12795
Anthony Sanchez,Cadillac,Fleetwood,NJ,11853
Katherine Johnson,Dodge,Challenger,CT,18176
Philip Lynch,Chrysler,Imperial,MA,17390
Philip Lynch,Chrysler,Imperial,MA,13946
Susan Nelson,Ford,Pantera,NJ,10403
Susan Nelson,Hornet,4,NJ,16619
Robert Phillips,Merc,230,NJ,9000
Jonathan Martinez,Duster,360,NY,18018
Marisa Wood,Honda,Civic,NY,17722
Marisa Wood,Cadillac,Fleetwood,NY,8277
Christina Martinez,Chrysler,Imperial,NY,18302
Brandon Price,Mazda,RX4,NY,8908
Lori Bradley,Cadillac,Fleetwood,NH,13334
Nicole Martinez,Mazda,RX4b,CT,15439
Sydney Maxwell,Fiat,X1-9,RI,16340
Thomas Elliott,Lincoln,Continental,NJ,16436
Jose Jones,Porsche,914-2,MA,14412
Christopher White,Toyota,Corolla,NY,13524
Valerie Hartman,Ford,Pantera,NY,15977
Whitney Davis,Pontiac,Firebird,NJ,12927
Susan Walker,Honda,Civic,CT,19857
Natalie Hill,Mazda,RX4b,ME,15182
Ashley Campos,Merc,280,CT,15405
Lori Cuevas,Dodge,Challenger,NY,17302
Lori Cuevas,Dodge,Challenger,NY,17201
Lori Cuevas,Datsun,710,NY,11994
Maria Sanchez,Duster,360,PA,18001
Stephen Harmon,Hornet,Sportabout,NY,11002
Adam Hurst,Ferrari,Dino,NJ,8054
Michael Nguyen,Chrysler,Imperial,NH,9507
Katie Drake,Lincoln,Continental,PA,11663
Grace Carroll,Pontiac,Firebird,CT,12551
Brittany Schwartz,Fiat,128,RI,12596
Daniel Ford,Porsche,914-2,NY,14748
Anthony Davies,Fiat,128,ME,17153
Erika Williams,Merc,280,PA,8804
Mitchell Gillespie,AMC,,VT,9235
Mitchell Gillespie,Datsun,710,VT,15468
Nicole Carlson,Datsun,710,NY,17074
Samuel Spencer,Lincoln,Continental,CT,11852
Samuel Spencer,Merc,450SE,CT,13026
Emily Brown,Mazda,RX4b,MA,17225
Emily Brown,Mazda,RX4b,MA,16991
Emily Brown,Ferrari,Dino,MA,19115
Clifford Kirk,Porsche,914-2,NJ,15631
Sydney Ruiz,Lotus,Europa,MA,19287
Bradley White,AMC,Javelin,NH,8107
Bradley White,Lincoln,Continental,NH,10162
Julie Williams,Lotus,Europa,ME,14841
Cassie Guerra,Duster,360,NJ,10029
Joshua Boyer,Maserati,Bora,MA,10722
Joshua Boyer,Camaro,Z28,MA,14687
Joshua Boyer,Porsche,914-2,MA,9269
Christy Todd,Duster,360,PA,13247
Jenna Trujillo,Chrysler,Imperial,NH,11977
Megan Vargas,Camaro,Z28,NY,15575
Rachel Mosley,Pontiac,Firebird,VT,13641
Sharon Martin,Merc,240D,NY,11918
Ann Baldwin,Merc,450SL,NY,13777
Ann Baldwin,Cadillac,Fleetwood,NY,9069
Cristian Daniels,Merc,240D,NY,16892
Cristian Daniels,Hornet,Sportabout,NY,13485
Jerry Martinez,Duster,360,NY,12299
Nicole Smith,Fiat,X1-9,RI,13859
Julian Kelly,Dodge,Challenger,NJ,15022
Patrick Richardson,Dodge,Challenger,ME,17925
Erin Collins,Honda,Civic,NJ,15690
Jorge Fisher,Lotus,Europa,NY,11113
Jorge Fisher,Porsche,914-2,NY,19719
John Yoder,Cadillac,Fleetwood,NY,9061
John Yoder,Porsche,914-2,NY,14991
Robert Medina,Porsche,914-2,NY,14599
Melissa Peters,Volvo,142E,NY,13212
Amanda Keith,Pontiac,Firebird,RI,19461
Amanda Keith,Cadillac,Fleetwood,RI,15639
David Williams,Porsche,914-2,NY,16947
Christopher Sullivan,Dodge,Challenger,NH,16623
Melissa Jones,Dodge,Challenger,NJ,14532
Melissa Jones,Lotus,Europa,NJ,19013
Melissa Jones,Volvo,142E,NJ,15924
Daniel Martin,Toyota,Corolla,PA,9485
Daniel Martin,Ferrari,Dino,PA,12690
Thomas Preston,Duster,360,NY,15897
Lauren Brown,Cadillac,Fleetwood,PA,18777
Michael Mendoza,Porsche,914-2,ME,13573
Kathryn Warren,Dodge,Challenger,NY,16186
Kathryn Warren,Chrysler,Imperial,NY,19308
Matthew Anderson,Dodge,Challenger,ME,14754
Abigail Roberts,Toyota,Corona,MA,10534
Carolyn Davis,Lotus,Europa,NY,17503
Jennifer Smith,Cadillac,Fleetwood,VT,13812
